activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Homologacion por grupo de cursos,126460,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-06-21T12:45:16.000,2016-06-21T12:42:56.000
Traer informacion estudiante - banner,126504,11993,Traer informacion estudiante - banner,11993,Fluxicon Disco,Variant 2,2,2016-06-20T16:48:51.000,2016-06-20T16:48:51.000
Radicar Solicitud Homologacion,126504,11993,Radicar Solicitud Homologacion,11993,Fluxicon Disco,Variant 2,2,2016-06-20T17:10:04.000,2016-06-20T16:48:53.000
Validar solicitud,126504,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-06-23T01:34:43.000,2016-06-23T01:22:25.000
Homologacion por grupo de cursos,126504,26788,Homologacion por grupo de cursos,26788,Fluxicon Disco,Variant 2,2,2016-06-24T20:37:58.000,2016-06-24T20:18:52.000
Traer informacion estudiante - banner,126506,29578,Traer informacion estudiante - banner,29578,Fluxicon Disco,Variant 22,22,2016-06-20T17:18:53.000,2016-06-20T17:18:53.000
Radicar Solicitud Homologacion,126506,29578,Radicar Solicitud Homologacion,29578,Fluxicon Disco,Variant 22,22,2016-06-20T17:27:04.000,2016-06-20T17:18:56.000
Notificacion estudiante cancelacion soli,126506,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 22,22,2016-06-21T15:30:04.000,2016-06-21T15:30:04.000
Cancelar Solicitud,126506,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 22,22,2016-06-21T17:27:52.000,2016-06-21T17:27:52.000
Traer informacion estudiante - banner,126513,2512,Traer informacion estudiante - banner,2512,Fluxicon Disco,Variant 38,38,2016-06-20T20:00:17.000,2016-06-20T20:00:17.000
Radicar Solicitud Homologacion,126513,2512,Radicar Solicitud Homologacion,2512,Fluxicon Disco,Variant 38,38,2016-06-20T20:37:37.000,2016-06-20T20:00:17.000
Radicar Solicitud Homologacion,126513,2512,Radicar Solicitud Homologacion,2512,Fluxicon Disco,Variant 38,38,2016-06-27T23:53:24.000,2016-06-27T23:45:10.000
Cancelar Solicitud,126513,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 38,38,2016-06-29T05:06:18.000,2016-06-29T05:05:40.000
Notificacion estudiante cancelacion soli,126513,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 38,38,2016-06-29T14:38:56.000,2016-06-29T14:38:56.000
Traer informacion estudiante - banner,126518,19591,Traer informacion estudiante - banner,19591,Fluxicon Disco,Variant 2,2,2016-06-20T22:57:28.000,2016-06-20T22:57:28.000
Radicar Solicitud Homologacion,126518,19591,Radicar Solicitud Homologacion,19591,Fluxicon Disco,Variant 2,2,2016-06-20T22:57:38.000,2016-06-20T22:57:32.000
Validar solicitud,126518,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-06-20T23:06:51.000,2016-06-20T23:03:58.000
Homologacion por grupo de cursos,126518,186,Homologacion por grupo de cursos,186,Fluxicon Disco,Variant 2,2,2016-06-21T16:06:17.000,2016-06-21T15:56:58.000
Traer informacion estudiante - banner,126651,2512,Traer informacion estudiante - banner,2512,Fluxicon Disco,Variant 5,5,2016-06-21T00:29:47.000,2016-06-21T00:29:47.000
Radicar Solicitud Homologacion,126651,2512,Radicar Solicitud Homologacion,2512,Fluxicon Disco,Variant 5,5,2016-06-21T00:29:54.000,2016-06-21T00:29:54.000
Notificacion estudiante cancelacion soli,126651,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-06-29T22:24:06.000,2016-06-29T22:24:06.000
Traer informacion estudiante - banner,126652,2512,Traer informacion estudiante - banner,2512,Fluxicon Disco,Variant 38,38,2016-06-21T00:37:52.000,2016-06-21T00:37:52.000
Radicar Solicitud Homologacion,126652,2512,Radicar Solicitud Homologacion,2512,Fluxicon Disco,Variant 38,38,2016-06-21T00:37:56.000,2016-06-21T00:37:56.000
Radicar Solicitud Homologacion,126652,2512,Radicar Solicitud Homologacion,2512,Fluxicon Disco,Variant 38,38,2016-06-21T23:05:47.000,2016-06-21T22:24:12.000
Cancelar Solicitud,126652,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 38,38,2016-06-29T05:13:19.000,2016-06-29T04:59:11.000
Notificacion estudiante cancelacion soli,126652,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 38,38,2016-06-30T22:08:35.000,2016-06-30T22:08:35.000
Traer informacion estudiante - banner,126861,11678,Traer informacion estudiante - banner,11678,Fluxicon Disco,Variant 7,7,2016-06-21T17:37:45.000,2016-06-21T17:37:45.000
Radicar Solicitud Homologacion,126861,11678,Radicar Solicitud Homologacion,11678,Fluxicon Disco,Variant 7,7,2016-06-21T17:38:07.000,2016-06-21T17:37:45.000
Cancelar Solicitud,126861,11678,Cancelar Solicitud,11678,Fluxicon Disco,Variant 7,7,2016-06-21T18:57:15.000,2016-06-21T18:29:15.000
Validar solicitud,126861,186,Validar solicitud,186,Fluxicon Disco,Variant 7,7,2016-06-21T18:29:15.000,2016-06-21T18:29:15.000
Notificacion estudiante cancelacion soli,126861,11678,Notificacion estudiante cancelacion soli,11678,Fluxicon Disco,Variant 7,7,2016-06-26T16:21:27.000,2016-06-26T16:21:27.000
Traer informacion estudiante - banner,126951,19572,Traer informacion estudiante - banner,19572,Fluxicon Disco,Variant 1,1,2016-06-21T18:05:05.000,2016-06-21T18:05:05.000
Radicar Solicitud Homologacion,126951,19572,Radicar Solicitud Homologacion,19572,Fluxicon Disco,Variant 1,1,2016-06-21T18:05:10.000,2016-06-21T18:05:10.000
Cancelar Solicitud,126951,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-06-21T18:29:41.000,2016-06-21T18:20:41.000
Notificacion estudiante cancelacion soli,126951,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-06-22T21:00:19.000,2016-06-22T21:00:19.000
Traer informacion estudiante - banner,126952,19572,Traer informacion estudiante - banner,19572,Fluxicon Disco,Variant 1,1,2016-06-21T18:25:12.000,2016-06-21T18:25:12.000
Radicar Solicitud Homologacion,126952,19572,Radicar Solicitud Homologacion,19572,Fluxicon Disco,Variant 1,1,2016-06-21T18:25:15.000,2016-06-21T18:25:15.000
Cancelar Solicitud,126952,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-06-21T18:39:50.000,2016-06-21T18:30:42.000
Notificacion estudiante cancelacion soli,126952,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-06-22T21:08:20.000,2016-06-22T21:08:20.000
Traer informacion estudiante - banner,127151,22950,Traer informacion estudiante - banner,22950,Fluxicon Disco,Variant 1,1,2016-06-22T04:32:42.000,2016-06-22T04:32:42.000
Radicar Solicitud Homologacion,127151,22950,Radicar Solicitud Homologacion,22950,Fluxicon Disco,Variant 1,1,2016-06-22T04:32:46.000,2016-06-22T04:32:46.000
Cancelar Solicitud,127151,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-06-22T05:26:52.000,2016-06-22T04:45:30.000
Validar solicitud,95003,659,Validar solicitud,659,Fluxicon Disco,Variant 6,6,2016-03-06T00:56:03.000,2016-03-06T00:45:08.000
Homologacion por grupo de cursos,95003,943,Homologacion por grupo de cursos,943,Fluxicon Disco,Variant 6,6,2016-03-08T16:49:30.000,2016-03-08T15:55:40.000
Revisar curso,95003,943,Revisar curso,943,Fluxicon Disco,Variant 6,6,2016-03-08T15:56:44.000,2016-03-08T15:55:40.000
Evaluacion curso,95003,943,Evaluacion curso,943,Fluxicon Disco,Variant 6,6,2016-03-08T19:49:53.000,2016-03-08T18:57:07.000
Traer informacion estudiante - banner,95051,3019,Traer informacion estudiante - banner,3019,Fluxicon Disco,Variant 6,6,2016-03-02T23:06:28.000,2016-03-02T23:06:28.000
Radicar Solicitud Homologacion,95051,3019,Radicar Solicitud Homologacion,3019,Fluxicon Disco,Variant 6,6,2016-03-02T23:06:31.000,2016-03-02T23:06:31.000
Validar solicitud,95051,659,Validar solicitud,659,Fluxicon Disco,Variant 6,6,2016-03-02T23:18:40.000,2016-03-02T23:18:06.000
Homologacion por grupo de cursos,95051,943,Homologacion por grupo de cursos,943,Fluxicon Disco,Variant 6,6,2016-03-03T15:15:20.000,2016-03-03T13:34:56.000
Revisar curso,95051,943,Revisar curso,943,Fluxicon Disco,Variant 6,6,2016-03-03T14:01:42.000,2016-03-03T13:34:57.000
Evaluacion curso,95051,943,Evaluacion curso,943,Fluxicon Disco,Variant 6,6,2016-03-08T17:34:12.000,2016-03-08T16:20:33.000
Validar solicitud,95052,659,Validar solicitud,659,Fluxicon Disco,Variant 32,32,2016-03-02T20:53:18.000,2016-03-02T20:50:32.000
Traer informacion estudiante - banner,95052,3019,Traer informacion estudiante - banner,3019,Fluxicon Disco,Variant 32,32,2016-03-02T23:20:23.000,2016-03-02T23:20:23.000
Radicar Solicitud Homologacion,95052,3019,Radicar Solicitud Homologacion,3019,Fluxicon Disco,Variant 32,32,2016-03-02T23:20:23.000,2016-03-02T23:20:23.000
Homologacion por grupo de cursos,95052,26763,Homologacion por grupo de cursos,26763,Fluxicon Disco,Variant 32,32,2016-03-03T13:36:43.000,2016-03-03T13:36:43.000
Revisar curso,95052,659,Revisar curso,659,Fluxicon Disco,Variant 32,32,2016-03-03T13:36:43.000,2016-03-03T13:36:43.000
Evaluacion curso,95052,26763,Evaluacion curso,26763,Fluxicon Disco,Variant 32,32,2016-03-03T13:37:24.000,2016-03-03T13:37:24.000
Traer informacion estudiante - banner,95251,8022,Traer informacion estudiante - banner,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:32:42.000,2016-03-03T09:32:42.000
Radicar Solicitud Homologacion,95251,8022,Radicar Solicitud Homologacion,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:32:46.000,2016-03-03T09:32:46.000
Cancelar Solicitud,95251,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-03T09:45:22.000,2016-03-03T09:41:22.000
Notificacion estudiante cancelacion soli,95251,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-03T17:59:19.000,2016-03-03T17:59:19.000
Traer informacion estudiante - banner,95252,8022,Traer informacion estudiante - banner,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:42:52.000,2016-03-03T09:42:52.000
Radicar Solicitud Homologacion,95252,8022,Radicar Solicitud Homologacion,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:42:53.000,2016-03-03T09:42:53.000
Cancelar Solicitud,95252,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-03T09:50:36.000,2016-03-03T09:46:36.000
Notificacion estudiante cancelacion soli,95252,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-03T18:01:46.000,2016-03-03T18:01:46.000
Traer informacion estudiante - banner,95253,8022,Traer informacion estudiante - banner,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:47:17.000,2016-03-03T09:47:17.000
Radicar Solicitud Homologacion,95253,8022,Radicar Solicitud Homologacion,8022,Fluxicon Disco,Variant 1,1,2016-03-03T09:47:18.000,2016-03-03T09:47:18.000
Cancelar Solicitud,95253,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-03T09:54:47.000,2016-03-03T09:50:47.000
Notificacion estudiante cancelacion soli,95253,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-03T18:03:09.000,2016-03-03T18:03:09.000
Traer informacion estudiante - banner,95301,11759,Traer informacion estudiante - banner,11759,Fluxicon Disco,Variant 4,4,2016-03-03T09:33:06.000,2016-03-03T09:33:06.000
Radicar Solicitud Homologacion,95301,11759,Radicar Solicitud Homologacion,11759,Fluxicon Disco,Variant 4,4,2016-03-03T09:33:08.000,2016-03-03T09:33:08.000
Validar solicitud,95301,22475,Validar solicitud,22475,Fluxicon Disco,Variant 4,4,2016-03-03T09:41:06.000,2016-03-03T09:41:06.000
Homologacion por grupo de cursos,95301,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 4,4,2016-03-03T15:20:14.000,2016-03-03T11:56:14.000
Revisar curso,95301,22475,Revisar curso,22475,Fluxicon Disco,Variant 4,4,2016-03-03T11:56:15.000,2016-03-03T11:56:15.000
Evaluacion curso,95301,22439,Evaluacion curso,22439,Fluxicon Disco,Variant 4,4,2016-03-03T15:23:02.000,2016-03-03T11:59:02.000
Validar solicitud / pre-homologacion,95301,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 4,4,2016-04-14T19:40:39.000,2016-04-14T19:40:39.000
Traer informacion estudiante - banner,95302,6004,Traer informacion estudiante - banner,6004,Fluxicon Disco,Variant 1,1,2016-03-03T09:51:48.000,2016-03-03T09:51:48.000
Radicar Solicitud Homologacion,95302,6004,Radicar Solicitud Homologacion,6004,Fluxicon Disco,Variant 1,1,2016-03-03T09:59:49.000,2016-03-03T09:51:49.000
Cancelar Solicitud,95302,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-03-04T08:26:09.000,2016-03-04T08:23:46.000
Notificacion estudiante cancelacion soli,95302,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-03-04T15:23:43.000,2016-03-04T15:23:43.000
Traer informacion estudiante - banner,95303,6004,Traer informacion estudiante - banner,6004,Fluxicon Disco,Variant 1,1,2016-03-03T10:02:17.000,2016-03-03T10:02:17.000
Radicar Solicitud Homologacion,95303,6004,Radicar Solicitud Homologacion,6004,Fluxicon Disco,Variant 1,1,2016-03-03T10:10:18.000,2016-03-03T10:02:18.000
Cancelar Solicitud,95303,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-03-04T07:58:23.000,2016-03-04T07:58:08.000
Notificacion estudiante cancelacion soli,95303,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-03-04T13:15:28.000,2016-03-04T13:15:28.000
Traer informacion estudiante - banner,95304,6004,Traer informacion estudiante - banner,6004,Fluxicon Disco,Variant 1,1,2016-03-03T10:10:14.000,2016-03-03T10:10:14.000
Radicar Solicitud Homologacion,95304,6004,Radicar Solicitud Homologacion,6004,Fluxicon Disco,Variant 1,1,2016-03-03T10:18:15.000,2016-03-03T10:10:15.000
Cancelar Solicitud,95304,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-03-04T09:43:27.000,2016-03-04T08:27:49.000
Notificacion estudiante cancelacion soli,95304,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-03-17T16:38:55.000,2016-03-17T16:38:55.000
Traer informacion estudiante - banner,95305,6004,Traer informacion estudiante - banner,6004,Fluxicon Disco,Variant 8,8,2016-03-03T10:20:43.000,2016-03-03T10:20:43.000
Radicar Solicitud Homologacion,95305,6004,Radicar Solicitud Homologacion,6004,Fluxicon Disco,Variant 8,8,2016-03-03T10:28:44.000,2016-03-03T10:20:44.000
Cancelar Solicitud,95305,669,Cancelar Solicitud,669,Fluxicon Disco,Variant 8,8,2016-03-04T08:03:28.000,2016-03-04T08:00:58.000
Validar solicitud,95305,22475,Validar solicitud,22475,Fluxicon Disco,Variant 8,8,2016-03-04T08:02:45.000,2016-03-04T08:00:58.000
Revisar curso,95305,22475,Revisar curso,22475,Fluxicon Disco,Variant 8,8,2016-03-04T14:47:49.000,2016-03-04T14:47:49.000
Notificacion estudiante cancelacion soli,95305,669,Notificacion estudiante cancelacion soli,669,Fluxicon Disco,Variant 8,8,2016-03-04T15:30:54.000,2016-03-04T15:30:54.000
Traer informacion estudiante - banner,95401,9348,Traer informacion estudiante - banner,9348,Fluxicon Disco,Variant 59,59,2016-03-03T12:54:30.000,2016-03-03T12:54:30.000
Radicar Solicitud Homologacion,95401,9348,Radicar Solicitud Homologacion,9348,Fluxicon Disco,Variant 59,59,2016-03-03T12:54:58.000,2016-03-03T12:54:33.000
Validar solicitud,95401,677,Validar solicitud,677,Fluxicon Disco,Variant 59,59,2016-03-03T13:29:04.000,2016-03-03T13:25:30.000
Revisar curso,95401,677,Revisar curso,677,Fluxicon Disco,Variant 59,59,2016-03-03T18:11:52.000,2016-03-03T18:11:52.000
Homologacion por grupo de cursos,95401,7304,Homologacion por grupo de cursos,7304,Fluxicon Disco,Variant 59,59,2016-03-03T20:57:01.000,2016-03-03T18:11:52.000
Evaluacion curso,95401,7304,Evaluacion curso,7304,Fluxicon Disco,Variant 59,59,2016-03-03T20:59:51.000,2016-03-03T18:14:42.000
Traer informacion estudiante - banner,95451,3502,Traer informacion estudiante - banner,3502,Fluxicon Disco,Variant 60,60,2016-03-03T14:10:07.000,2016-03-03T14:10:07.000
Radicar Solicitud Homologacion,95451,3502,Radicar Solicitud Homologacion,3502,Fluxicon Disco,Variant 60,60,2016-03-03T14:10:35.000,2016-03-03T14:10:10.000
Validar solicitud,95451,241,Validar solicitud,241,Fluxicon Disco,Variant 60,60,2016-03-03T15:25:52.000,2016-03-03T14:35:28.000
Recepcion de documentos,95451,157,Recepcion de documentos,157,Fluxicon Disco,Variant 60,60,2016-03-11T18:51:05.000,2016-03-11T18:00:26.000
Homologacion por grupo de cursos,95451,6979,Homologacion por grupo de cursos,6979,Fluxicon Disco,Variant 60,60,2016-03-11T19:36:27.000,2016-03-11T18:00:27.000
Revisar curso,95451,241,Revisar curso,241,Fluxicon Disco,Variant 60,60,2016-03-11T18:00:28.000,2016-03-11T18:00:28.000
Validar solicitud / pre-homologacion,95451,241,Validar solicitud / pre-homologacion,241,Fluxicon Disco,Variant 60,60,2016-03-11T18:00:29.000,2016-03-11T18:00:29.000
Avanzar recepcion documentos,95451,157,Avanzar recepcion documentos,157,Fluxicon Disco,Variant 60,60,2016-03-11T18:52:49.000,2016-03-11T18:02:10.000
Evaluacion curso,95451,6979,Evaluacion curso,6979,Fluxicon Disco,Variant 60,60,2016-03-11T18:52:57.000,2016-03-11T18:04:16.000
Validar solicitud / pre-homologacion,95451,241,Validar solicitud / pre-homologacion,241,Fluxicon Disco,Variant 60,60,2016-03-28T20:43:11.000,2016-03-28T20:41:06.000
Validacion final,95451,241,Validacion final,241,Fluxicon Disco,Variant 60,60,2016-03-28T22:39:18.000,2016-03-28T22:39:10.000
Validacion final,95451,241,Validacion final,241,Fluxicon Disco,Variant 60,60,2016-03-28T22:47:02.000,2016-03-28T22:47:02.000
Visto Bueno Cierre Proceso,95451,6979,Visto Bueno Cierre Proceso,6979,Fluxicon Disco,Variant 60,60,2016-03-28T23:32:28.000,2016-03-28T22:47:16.000
Visto Bueno Cierre Proceso,95451,6979,Visto Bueno Cierre Proceso,6979,Fluxicon Disco,Variant 60,60,2016-03-28T23:32:34.000,2016-03-28T22:47:22.000
Transferir Creditos,95451,6979,Transferir Creditos,6979,Fluxicon Disco,Variant 60,60,2016-04-05T19:59:13.000,2016-04-05T19:59:13.000
Transferir creditos homologables,95451,6979,Transferir creditos homologables,6979,Fluxicon Disco,Variant 60,60,2016-04-05T19:59:13.000,2016-04-05T19:59:13.000
Transferir creditos homologables,95451,6979,Transferir creditos homologables,6979,Fluxicon Disco,Variant 60,60,2016-04-05T19:59:13.000,2016-04-05T19:59:13.000
Transferir Creditos,95451,6979,Transferir Creditos,6979,Fluxicon Disco,Variant 60,60,2016-04-05T20:00:12.000,2016-04-05T20:00:12.000
Transferir creditos homologables,95451,6979,Transferir creditos homologables,6979,Fluxicon Disco,Variant 60,60,2016-04-05T20:00:13.000,2016-04-05T20:00:13.000
Transferir creditos homologables,95451,6979,Transferir creditos homologables,6979,Fluxicon Disco,Variant 60,60,2016-04-05T20:00:13.000,2016-04-05T20:00:13.000
Transferir creditos homologables,95451,6979,Transferir creditos homologables,6979,Fluxicon Disco,Variant 60,60,2016-04-05T20:00:13.000,2016-04-05T20:00:13.000
Traer informacion estudiante - banner,95501,8588,Traer informacion estudiante - banner,8588,Fluxicon Disco,Variant 6,6,2016-03-03T19:59:35.000,2016-03-03T19:59:35.000
Radicar Solicitud Homologacion,95501,8588,Radicar Solicitud Homologacion,8588,Fluxicon Disco,Variant 6,6,2016-03-03T20:00:04.000,2016-03-03T19:59:41.000
Validar solicitud,95501,677,Validar solicitud,677,Fluxicon Disco,Variant 6,6,2016-03-03T20:36:01.000,2016-03-03T20:23:07.000
Homologacion por grupo de cursos,95501,6995,Homologacion por grupo de cursos,6995,Fluxicon Disco,Variant 6,6,2016-03-07T15:18:05.000,2016-03-07T15:17:22.000
Revisar curso,95501,677,Revisar curso,677,Fluxicon Disco,Variant 6,6,2016-03-07T15:17:24.000,2016-03-07T15:17:23.000
Evaluacion curso,95501,6995,Evaluacion curso,6995,Fluxicon Disco,Variant 6,6,2016-03-07T15:19:26.000,2016-03-07T15:18:45.000
Traer informacion estudiante - banner,95601,4918,Traer informacion estudiante - banner,4918,Fluxicon Disco,Variant 6,6,2016-03-03T18:53:50.000,2016-03-03T18:53:50.000
