activity,case_id,resource,end_time,start_time,enabled_time
Notificacion estudiante cancelacion soli,253,2292,2016-06-01T15:19:34.000,2016-06-01T15:19:34.000,2016-06-01T14:26:12.000+00:00
Traer informacion estudiante - banner,254,21562,2016-06-01T15:22:45.000,2016-06-01T15:22:45.000,2016-06-01T15:22:45.000+00:00
Radicar Solicitud Homologacion,254,1,2016-06-01T15:22:46.000,2016-06-01T15:22:46.000,2016-06-01T15:22:45.000+00:00
Cancelar Solicitud,254,22475,2016-06-01T15:23:01.000,2016-06-01T15:22:56.000,2016-06-01T15:22:46.000+00:00
Validar solicitud,254,22475,2016-06-01T15:22:57.000,2016-06-01T15:22:56.000,2016-06-01T15:22:46.000+00:00
Notificacion estudiante cancelacion soli,254,22475,2016-06-01T15:28:18.000,2016-06-01T15:28:18.000,2016-06-01T15:23:01.000+00:00
Traer informacion estudiante - banner,255,4834,2016-06-02T14:31:06.000,2016-06-02T14:31:06.000,2016-06-02T14:31:06.000+00:00
Radicar Solicitud Homologacion,255,4834,2016-06-02T14:31:23.000,2016-06-02T14:31:07.000,2016-06-02T14:31:06.000+00:00
Cancelar Solicitud,255,4834,2016-06-02T14:50:05.000,2016-06-02T14:47:53.000,2016-06-02T14:31:23.000+00:00
Notificacion estudiante cancelacion soli,255,4834,2016-06-02T18:24:14.000,2016-06-02T18:24:14.000,2016-06-02T14:50:05.000+00:00
Traer informacion estudiante - banner,256,4834,2016-06-02T16:27:01.000,2016-06-02T16:27:01.000,2016-06-02T16:27:01.000+00:00
Radicar Solicitud Homologacion,256,4834,2016-06-02T16:27:05.000,2016-06-02T16:27:02.000,2016-06-02T16:27:01.000+00:00
Cancelar Solicitud,256,4834,2016-06-02T16:30:48.000,2016-06-02T16:30:42.000,2016-06-02T16:27:05.000+00:00
Notificacion estudiante cancelacion soli,256,4834,2016-06-02T16:37:36.000,2016-06-02T16:37:36.000,2016-06-02T16:30:48.000+00:00
Traer informacion estudiante - banner,257,4834,2016-06-02T16:39:46.000,2016-06-02T16:39:46.000,2016-06-02T16:39:46.000+00:00
Radicar Solicitud Homologacion,257,4834,2016-06-02T16:39:49.000,2016-06-02T16:39:47.000,2016-06-02T16:39:46.000+00:00
Cancelar Solicitud,257,4834,2016-06-02T16:42:19.000,2016-06-02T16:42:16.000,2016-06-02T16:39:49.000+00:00
Notificacion estudiante cancelacion soli,257,4834,2016-06-02T16:46:11.000,2016-06-02T16:46:11.000,2016-06-02T16:42:19.000+00:00
Traer informacion estudiante - banner,258,4834,2016-06-02T16:46:19.000,2016-06-02T16:46:19.000,2016-06-02T16:46:19.000+00:00
Radicar Solicitud Homologacion,258,4834,2016-06-02T16:46:24.000,2016-06-02T16:46:20.000,2016-06-02T16:46:19.000+00:00
Cancelar Solicitud,258,4834,2016-06-02T16:50:53.000,2016-06-02T16:50:44.000,2016-06-02T16:46:24.000+00:00
Notificacion estudiante cancelacion soli,258,4834,2016-06-02T17:13:22.000,2016-06-02T17:13:22.000,2016-06-02T16:50:53.000+00:00
Traer informacion estudiante - banner,259,4834,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000+00:00
Radicar Solicitud Homologacion,259,4834,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000+00:00
Validar solicitud,259,22404,2016-06-02T17:18:22.000,2016-06-02T17:17:59.000,2016-06-02T17:13:33.000+00:00
Homologacion por grupo de cursos,259,4560,2016-06-02T20:55:19.000,2016-06-02T19:23:43.000,2016-06-02T17:18:22.000+00:00
Traer informacion estudiante - banner,260,9249,2016-06-03T01:46:39.000,2016-06-03T01:46:39.000,2016-06-03T01:46:39.000+00:00
Radicar Solicitud Homologacion,260,9249,2016-06-03T01:46:51.000,2016-06-03T01:46:40.000,2016-06-03T01:46:39.000+00:00
Cancelar Solicitud,260,9249,2016-06-03T13:11:05.000,2016-06-03T13:11:01.000,2016-06-03T01:46:51.000+00:00
Notificacion estudiante cancelacion soli,260,9249,2016-06-03T13:15:56.000,2016-06-03T13:15:56.000,2016-06-03T13:11:05.000+00:00
Traer informacion estudiante - banner,261,12175,2016-06-03T14:28:21.000,2016-06-03T14:28:21.000,2016-06-03T14:28:21.000+00:00
Radicar Solicitud Homologacion,261,12175,2016-06-03T14:52:20.000,2016-06-03T14:28:22.000,2016-06-03T14:28:21.000+00:00
Cancelar Solicitud,261,22475,2016-06-09T14:27:24.000,2016-06-09T14:27:17.000,2016-06-03T14:52:20.000+00:00
Notificacion estudiante cancelacion soli,261,22475,2016-06-09T14:35:14.000,2016-06-09T14:35:14.000,2016-06-09T14:27:24.000+00:00
Traer informacion estudiante - banner,262,12175,2016-06-03T14:30:51.000,2016-06-03T14:30:51.000,2016-06-03T14:30:51.000+00:00
Radicar Solicitud Homologacion,262,12175,2016-06-03T14:55:05.000,2016-06-03T14:30:52.000,2016-06-03T14:30:51.000+00:00
Cancelar Solicitud,262,12175,2016-06-09T14:44:54.000,2016-06-09T14:44:42.000,2016-06-03T14:55:05.000+00:00
Notificacion estudiante cancelacion soli,262,12175,2016-06-09T14:56:54.000,2016-06-09T14:56:54.000,2016-06-09T14:44:54.000+00:00
Traer informacion estudiante - banner,263,12175,2016-06-03T14:46:19.000,2016-06-03T14:46:19.000,2016-06-03T14:46:19.000+00:00
Traer informacion estudiante - banner,264,9379,2016-06-05T23:14:34.000,2016-06-05T23:14:34.000,2016-06-05T23:14:34.000+00:00
Radicar Solicitud Homologacion,264,9379,2016-06-05T23:14:40.000,2016-06-05T23:14:40.000,2016-06-05T23:14:34.000+00:00
Validar solicitud,264,920,2016-06-05T23:34:50.000,2016-06-05T23:34:50.000,2016-06-05T23:14:40.000+00:00
Cancelar Solicitud,264,9379,2016-06-05T23:36:25.000,2016-06-05T23:34:51.000,2016-06-05T23:14:40.000+00:00
Notificacion estudiante cancelacion soli,264,9379,2016-06-07T14:34:18.000,2016-06-07T14:34:18.000,2016-06-05T23:36:25.000+00:00
Traer informacion estudiante - banner,265,9146,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000+00:00
Radicar Solicitud Homologacion,265,9146,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000+00:00
Cancelar Solicitud,265,19019,2016-06-06T14:00:09.000,2016-06-06T14:00:09.000,2016-06-06T13:52:48.000+00:00
Notificacion estudiante cancelacion soli,265,19019,2016-06-07T11:59:07.000,2016-06-07T11:59:07.000,2016-06-06T14:00:09.000+00:00
Traer informacion estudiante - banner,266,15315,2016-06-06T18:36:21.000,2016-06-06T18:36:21.000,2016-06-06T18:36:21.000+00:00
Radicar Solicitud Homologacion,266,15315,2016-06-06T18:36:24.000,2016-06-06T18:36:24.000,2016-06-06T18:36:21.000+00:00
Cancelar Solicitud,266,6694,2016-06-06T19:13:40.000,2016-06-06T19:12:28.000,2016-06-06T18:36:24.000+00:00
Notificacion estudiante cancelacion soli,266,6694,2016-06-07T14:12:09.000,2016-06-07T14:12:09.000,2016-06-06T19:13:40.000+00:00
Traer informacion estudiante - banner,267,19746,2016-06-07T17:11:04.000,2016-06-07T17:11:04.000,2016-06-07T17:11:04.000+00:00
Radicar Solicitud Homologacion,267,19746,2016-06-07T17:39:06.000,2016-06-07T17:11:06.000,2016-06-07T17:11:04.000+00:00
Cancelar Solicitud,267,241,2016-06-11T14:46:52.000,2016-06-11T13:35:57.000,2016-06-07T17:39:06.000+00:00
Notificacion estudiante cancelacion soli,267,241,2016-06-23T21:55:19.000,2016-06-23T21:55:19.000,2016-06-11T14:46:52.000+00:00
Traer informacion estudiante - banner,268,9379,2016-06-07T18:03:30.000,2016-06-07T18:03:30.000,2016-06-07T18:03:30.000+00:00
Radicar Solicitud Homologacion,268,9379,2016-06-07T18:05:35.000,2016-06-07T18:03:31.000,2016-06-07T18:03:30.000+00:00
Cancelar Solicitud,268,9379,2016-06-07T21:04:10.000,2016-06-07T21:04:06.000,2016-06-07T18:05:35.000+00:00
Notificacion estudiante cancelacion soli,268,9379,2016-06-07T21:08:44.000,2016-06-07T21:08:44.000,2016-06-07T21:04:10.000+00:00
Traer informacion estudiante - banner,269,9146,2016-06-07T10:16:23.000,2016-06-07T10:16:23.000,2016-06-07T10:16:23.000+00:00
Radicar Solicitud Homologacion,269,9146,2016-06-07T10:16:27.000,2016-06-07T10:16:27.000,2016-06-07T10:16:23.000+00:00
Cancelar Solicitud,269,294,2016-06-07T12:08:20.000,2016-06-07T10:25:07.000,2016-06-07T10:16:27.000+00:00
Notificacion estudiante cancelacion soli,269,294,2016-06-23T22:13:52.000,2016-06-23T22:13:52.000,2016-06-07T12:08:20.000+00:00
Traer informacion estudiante - banner,270,9379,2016-06-07T14:34:58.000,2016-06-07T14:34:58.000,2016-06-07T14:34:58.000+00:00
Radicar Solicitud Homologacion,270,9379,2016-06-07T14:35:08.000,2016-06-07T14:34:59.000,2016-06-07T14:34:58.000+00:00
Cancelar Solicitud,270,9379,2016-06-07T14:48:37.000,2016-06-07T14:44:22.000,2016-06-07T14:35:08.000+00:00
Notificacion estudiante cancelacion soli,270,9379,2016-06-07T21:00:08.000,2016-06-07T21:00:08.000,2016-06-07T14:48:37.000+00:00
Traer informacion estudiante - banner,271,9379,2016-06-07T14:44:41.000,2016-06-07T14:44:41.000,2016-06-07T14:44:41.000+00:00
Radicar Solicitud Homologacion,271,9379,2016-06-07T14:48:58.000,2016-06-07T14:44:42.000,2016-06-07T14:44:41.000+00:00
Cancelar Solicitud,271,9379,2016-06-07T21:01:16.000,2016-06-07T21:01:09.000,2016-06-07T14:48:58.000+00:00
Notificacion estudiante cancelacion soli,271,9379,2016-06-07T21:09:02.000,2016-06-07T21:09:02.000,2016-06-07T21:01:16.000+00:00
Traer informacion estudiante - banner,272,5028,2016-06-07T15:31:00.000,2016-06-07T15:31:00.000,2016-06-07T15:31:00.000+00:00
Radicar Solicitud Homologacion,272,5028,2016-06-07T15:31:14.000,2016-06-07T15:31:01.000,2016-06-07T15:31:00.000+00:00
Cancelar Solicitud,272,19019,2016-06-07T15:45:58.000,2016-06-07T15:44:15.000,2016-06-07T15:31:14.000+00:00
Notificacion estudiante cancelacion soli,272,19019,2016-06-07T19:28:06.000,2016-06-07T19:28:06.000,2016-06-07T15:45:58.000+00:00
Traer informacion estudiante - banner,273,9379,2016-06-07T21:16:39.000,2016-06-07T21:16:39.000,2016-06-07T21:16:39.000+00:00
Radicar Solicitud Homologacion,273,9379,2016-06-07T21:16:42.000,2016-06-07T21:16:40.000,2016-06-07T21:16:39.000+00:00
Validar solicitud,273,920,2016-06-07T21:36:22.000,2016-06-07T21:18:41.000,2016-06-07T21:16:42.000+00:00
Homologacion por grupo de cursos,273,920,2016-06-10T13:11:06.000,2016-06-10T12:59:06.000,2016-06-07T21:36:22.000+00:00
Traer informacion estudiante - banner,274,9379,2016-06-07T21:19:27.000,2016-06-07T21:19:27.000,2016-06-07T21:19:27.000+00:00
Radicar Solicitud Homologacion,274,9379,2016-06-07T21:19:30.000,2016-06-07T21:19:28.000,2016-06-07T21:19:27.000+00:00
Validar solicitud,274,920,2016-06-07T21:39:12.000,2016-06-07T21:21:33.000,2016-06-07T21:19:30.000+00:00
Homologacion por grupo de cursos,274,920,2016-06-10T13:13:10.000,2016-06-10T13:01:12.000,2016-06-07T21:39:12.000+00:00
Traer informacion estudiante - banner,275,29274,2016-06-08T20:05:39.000,2016-06-08T20:05:39.000,2016-06-08T20:05:39.000+00:00
Radicar Solicitud Homologacion,275,29274,2016-06-08T20:20:33.000,2016-06-08T20:05:40.000,2016-06-08T20:05:39.000+00:00
Validar solicitud,275,22404,2016-06-10T17:03:19.000,2016-06-10T16:59:19.000,2016-06-08T20:20:33.000+00:00
Homologacion por grupo de cursos,275,4560,2016-06-13T13:20:56.000,2016-06-13T11:31:23.000,2016-06-10T17:03:19.000+00:00
Traer informacion estudiante - banner,276,11805,2016-06-08T22:04:06.000,2016-06-08T22:04:06.000,2016-06-08T22:04:06.000+00:00
Radicar Solicitud Homologacion,276,11805,2016-06-08T22:13:01.000,2016-06-08T22:04:06.000,2016-06-08T22:04:06.000+00:00
Validar solicitud,276,29277,2016-06-10T00:12:06.000,2016-06-10T00:08:06.000,2016-06-08T22:13:01.000+00:00
Homologacion por grupo de cursos,276,1007,2016-06-10T18:05:17.000,2016-06-10T17:49:17.000,2016-06-10T00:12:06.000+00:00
Traer informacion estudiante - banner,277,7660,2016-06-08T15:57:42.000,2016-06-08T15:57:42.000,2016-06-08T15:57:42.000+00:00
Radicar Solicitud Homologacion,277,7660,2016-06-08T15:57:48.000,2016-06-08T15:57:43.000,2016-06-08T15:57:42.000+00:00
Validar solicitud,277,2292,2016-06-08T16:04:45.000,2016-06-08T16:03:05.000,2016-06-08T15:57:48.000+00:00
Homologacion por grupo de cursos,277,2292,2016-06-08T20:11:09.000,2016-06-08T19:43:53.000,2016-06-08T16:04:45.000+00:00
Traer informacion estudiante - banner,278,9146,2016-06-08T22:17:46.000,2016-06-08T22:17:46.000,2016-06-08T22:17:46.000+00:00
Radicar Solicitud Homologacion,278,9146,2016-06-08T22:17:52.000,2016-06-08T22:17:48.000,2016-06-08T22:17:46.000+00:00
Cancelar Solicitud,278,29277,2016-06-08T22:26:25.000,2016-06-08T22:21:53.000,2016-06-08T22:17:52.000+00:00
Notificacion estudiante cancelacion soli,278,29277,2016-06-09T16:54:43.000,2016-06-09T16:54:43.000,2016-06-08T22:26:25.000+00:00
Traer informacion estudiante - banner,279,9146,2016-06-08T22:22:02.000,2016-06-08T22:22:02.000,2016-06-08T22:22:02.000+00:00
Radicar Solicitud Homologacion,279,9146,2016-06-08T22:22:09.000,2016-06-08T22:22:03.000,2016-06-08T22:22:02.000+00:00
Cancelar Solicitud,279,29277,2016-06-08T22:33:19.000,2016-06-08T22:28:52.000,2016-06-08T22:22:09.000+00:00
Notificacion estudiante cancelacion soli,279,29277,2016-06-09T16:55:52.000,2016-06-09T16:55:52.000,2016-06-08T22:33:19.000+00:00
Traer informacion estudiante - banner,280,29280,2016-06-09T14:39:27.000,2016-06-09T14:39:27.000,2016-06-09T14:39:27.000+00:00
Radicar Solicitud Homologacion,280,29280,2016-06-09T14:52:14.000,2016-06-09T14:39:31.000,2016-06-09T14:39:27.000+00:00
Validar solicitud,280,6400,2016-06-10T21:24:50.000,2016-06-10T21:22:39.000,2016-06-09T14:52:14.000+00:00
Homologacion por grupo de cursos,280,6520,2016-06-13T14:02:03.000,2016-06-13T13:34:38.000,2016-06-10T21:24:50.000+00:00
Traer informacion estudiante - banner,281,11775,2016-06-09T18:22:41.000,2016-06-09T18:22:41.000,2016-06-09T18:22:41.000+00:00
Radicar Solicitud Homologacion,281,11775,2016-06-09T18:34:42.000,2016-06-09T18:22:42.000,2016-06-09T18:22:41.000+00:00
Validar solicitud,281,22475,2016-06-11T18:08:59.000,2016-06-11T18:04:59.000,2016-06-09T18:34:42.000+00:00
Homologacion por grupo de cursos,281,22475,2016-06-13T18:17:51.000,2016-06-13T17:53:51.000,2016-06-11T18:08:59.000+00:00
Traer informacion estudiante - banner,282,8824,2016-06-10T16:41:20.000,2016-06-10T16:41:20.000,2016-06-10T16:41:20.000+00:00
Radicar Solicitud Homologacion,282,8824,2016-06-10T16:41:34.000,2016-06-10T16:41:21.000,2016-06-10T16:41:20.000+00:00
Validar solicitud,282,677,2016-06-10T17:11:05.000,2016-06-10T16:55:01.000,2016-06-10T16:41:34.000+00:00
Homologacion por grupo de cursos,282,677,2016-06-14T17:36:57.000,2016-06-14T17:36:57.000,2016-06-10T17:11:05.000+00:00
Traer informacion estudiante - banner,283,29281,2016-06-10T16:58:51.000,2016-06-10T16:58:51.000,2016-06-10T16:58:51.000+00:00
Radicar Solicitud Homologacion,283,29281,2016-06-10T16:59:02.000,2016-06-10T16:58:52.000,2016-06-10T16:58:51.000+00:00
Notificacion estudiante cancelacion soli,283,1,2016-06-21T15:33:05.000,2016-06-21T15:33:05.000,2016-06-10T16:59:02.000+00:00
Traer informacion estudiante - banner,284,29281,2016-06-10T19:10:22.000,2016-06-10T19:10:22.000,2016-06-10T19:10:22.000+00:00
Radicar Solicitud Homologacion,284,29281,2016-06-10T19:10:39.000,2016-06-10T19:10:23.000,2016-06-10T19:10:22.000+00:00
Notificacion estudiante cancelacion soli,284,1,2016-06-21T15:51:05.000,2016-06-21T15:51:05.000,2016-06-10T19:10:39.000+00:00
Traer informacion estudiante - banner,285,29276,2016-06-11T12:43:58.000,2016-06-11T12:43:58.000,2016-06-11T12:43:58.000+00:00
Radicar Solicitud Homologacion,285,29276,2016-06-11T13:08:47.000,2016-06-11T12:43:59.000,2016-06-11T12:43:58.000+00:00
Cancelar Solicitud,285,7080,2016-06-16T13:54:06.000,2016-06-16T13:48:04.000,2016-06-11T13:08:47.000+00:00
Notificacion estudiante cancelacion soli,285,7080,2016-06-16T21:50:29.000,2016-06-16T21:50:29.000,2016-06-16T13:54:06.000+00:00
Traer informacion estudiante - banner,286,11548,2016-06-14T06:11:19.000,2016-06-14T06:11:19.000,2016-06-14T06:11:19.000+00:00
Radicar Solicitud Homologacion,286,11548,2016-06-14T06:11:23.000,2016-06-14T06:11:23.000,2016-06-14T06:11:19.000+00:00
Notificacion estudiante cancelacion soli,286,1,2016-06-22T21:24:13.000,2016-06-22T21:24:13.000,2016-06-14T06:11:23.000+00:00
Traer informacion estudiante - banner,287,19692,2016-06-14T14:12:11.000,2016-06-14T14:12:11.000,2016-06-14T14:12:11.000+00:00
Radicar Solicitud Homologacion,287,19692,2016-06-14T14:43:00.000,2016-06-14T14:12:13.000,2016-06-14T14:12:11.000+00:00
Cancelar Solicitud,287,29277,2016-06-20T12:35:52.000,2016-06-20T12:35:38.000,2016-06-14T14:43:00.000+00:00
Notificacion estudiante cancelacion soli,287,29277,2016-06-20T13:14:10.000,2016-06-20T13:14:10.000,2016-06-20T12:35:52.000+00:00
Traer informacion estudiante - banner,288,7824,2016-06-14T16:14:40.000,2016-06-14T16:14:40.000,2016-06-14T16:14:40.000+00:00
Radicar Solicitud Homologacion,288,7824,2016-06-14T16:15:05.000,2016-06-14T16:14:43.000,2016-06-14T16:14:40.000+00:00
Validar solicitud,288,241,2016-06-14T17:17:58.000,2016-06-14T16:37:31.000,2016-06-14T16:15:05.000+00:00
Homologacion por grupo de cursos,288,241,2016-06-21T19:23:04.000,2016-06-21T19:04:41.000,2016-06-14T17:17:58.000+00:00
Traer informacion estudiante - banner,289,28881,2016-06-14T19:08:39.000,2016-06-14T19:08:39.000,2016-06-14T19:08:39.000+00:00
Radicar Solicitud Homologacion,289,28881,2016-06-14T19:08:56.000,2016-06-14T19:08:40.000,2016-06-14T19:08:39.000+00:00
Validar solicitud,289,6400,2016-06-14T19:25:58.000,2016-06-14T19:25:35.000,2016-06-14T19:08:56.000+00:00
Homologacion por grupo de cursos,289,6520,2016-06-14T20:04:13.000,2016-06-14T19:49:03.000,2016-06-14T19:25:58.000+00:00
Traer informacion estudiante - banner,290,11150,2016-06-14T20:07:08.000,2016-06-14T20:07:08.000,2016-06-14T20:07:08.000+00:00
Radicar Solicitud Homologacion,290,11150,2016-06-14T20:09:16.000,2016-06-14T20:07:09.000,2016-06-14T20:07:08.000+00:00
Cancelar Solicitud,290,29277,2016-06-14T22:24:33.000,2016-06-14T22:14:11.000,2016-06-14T20:09:16.000+00:00
Notificacion estudiante cancelacion soli,290,29277,2016-06-16T14:36:34.000,2016-06-16T14:36:34.000,2016-06-14T22:24:33.000+00:00
Traer informacion estudiante - banner,291,28881,2016-06-14T20:08:41.000,2016-06-14T20:08:41.000,2016-06-14T20:08:41.000+00:00
Radicar Solicitud Homologacion,291,28881,2016-06-14T20:08:47.000,2016-06-14T20:08:42.000,2016-06-14T20:08:41.000+00:00
Validar solicitud,291,6400,2016-06-14T20:21:17.000,2016-06-14T20:14:36.000,2016-06-14T20:08:47.000+00:00
Homologacion por grupo de cursos,291,6520,2016-06-15T18:15:51.000,2016-06-15T16:55:47.000,2016-06-14T20:21:17.000+00:00
Traer informacion estudiante - banner,292,9332,2016-06-14T23:38:00.000,2016-06-14T23:38:00.000,2016-06-14T23:38:00.000+00:00
Radicar Solicitud Homologacion,292,9332,2016-06-15T00:02:01.000,2016-06-14T23:38:01.000,2016-06-14T23:38:00.000+00:00
Cancelar Solicitud,292,241,2016-06-19T21:42:01.000,2016-06-19T21:29:37.000,2016-06-15T00:02:01.000+00:00
Notificacion estudiante cancelacion soli,292,241,2016-06-21T19:24:29.000,2016-06-21T19:24:29.000,2016-06-19T21:42:01.000+00:00
Traer informacion estudiante - banner,293,8882,2016-06-15T10:42:19.000,2016-06-15T10:42:19.000,2016-06-15T10:42:19.000+00:00
Radicar Solicitud Homologacion,293,8882,2016-06-15T10:42:25.000,2016-06-15T10:42:25.000,2016-06-15T10:42:19.000+00:00
Cancelar Solicitud,293,29277,2016-06-15T11:04:47.000,2016-06-15T10:55:09.000,2016-06-15T10:42:25.000+00:00
Notificacion estudiante cancelacion soli,293,29277,2016-06-16T14:38:04.000,2016-06-16T14:38:04.000,2016-06-15T11:04:47.000+00:00
Traer informacion estudiante - banner,294,8882,2016-06-15T10:55:46.000,2016-06-15T10:55:46.000,2016-06-15T10:55:46.000+00:00
Radicar Solicitud Homologacion,294,8882,2016-06-15T10:55:48.000,2016-06-15T10:55:48.000,2016-06-15T10:55:46.000+00:00
Cancelar Solicitud,294,29277,2016-06-15T11:09:33.000,2016-06-15T10:59:54.000,2016-06-15T10:55:48.000+00:00
Notificacion estudiante cancelacion soli,294,29277,2016-06-16T14:39:00.000,2016-06-16T14:39:00.000,2016-06-15T11:09:33.000+00:00
Traer informacion estudiante - banner,295,8882,2016-06-15T11:14:04.000,2016-06-15T11:14:04.000,2016-06-15T11:14:04.000+00:00
Radicar Solicitud Homologacion,295,8882,2016-06-15T11:14:07.000,2016-06-15T11:14:07.000,2016-06-15T11:14:04.000+00:00
Cancelar Solicitud,295,29277,2016-06-15T11:27:52.000,2016-06-15T11:18:13.000,2016-06-15T11:14:07.000+00:00
Notificacion estudiante cancelacion soli,295,29277,2016-06-16T14:39:24.000,2016-06-16T14:39:24.000,2016-06-15T11:27:52.000+00:00
Traer informacion estudiante - banner,296,2740,2016-06-15T13:26:39.000,2016-06-15T13:26:39.000,2016-06-15T13:26:39.000+00:00
Radicar Solicitud Homologacion,296,2740,2016-06-15T13:27:18.000,2016-06-15T13:26:40.000,2016-06-15T13:26:39.000+00:00
Cancelar Solicitud,296,677,2016-06-15T14:05:53.000,2016-06-15T14:05:14.000,2016-06-15T13:27:18.000+00:00
Notificacion estudiante cancelacion soli,296,677,2016-06-15T14:44:38.000,2016-06-15T14:44:38.000,2016-06-15T14:05:53.000+00:00
Traer informacion estudiante - banner,297,2740,2016-06-15T14:53:31.000,2016-06-15T14:53:31.000,2016-06-15T14:53:31.000+00:00
Radicar Solicitud Homologacion,297,2740,2016-06-15T14:53:50.000,2016-06-15T14:53:32.000,2016-06-15T14:53:31.000+00:00
Validar solicitud,297,677,2016-06-15T15:19:08.000,2016-06-15T15:12:18.000,2016-06-15T14:53:50.000+00:00
Homologacion por grupo de cursos,297,3445,2016-06-16T14:44:25.000,2016-06-16T14:02:47.000,2016-06-15T15:19:08.000+00:00
