activity,case_id,resource,end_time,start_time
Validar solicitud,114152,22404,2016-04-26T02:22:17.000,2016-04-26T01:50:17.000
Traer informacion estudiante - banner,128951,369,2016-06-27T13:15:50.000,2016-06-27T13:15:50.000
Radicar Solicitud Homologacion,128951,369,2016-06-27T13:23:35.000,2016-06-27T13:15:51.000
Cancelar Solicitud,128951,669,2016-06-28T00:40:32.000,2016-06-28T00:40:17.000
Notificacion estudiante cancelacion soli,128951,669,2016-06-28T13:15:46.000,2016-06-28T13:15:46.000
Traer informacion estudiante - banner,129002,4701,2016-06-27T20:56:36.000,2016-06-27T20:56:36.000
Radicar Solicitud Homologacion,129002,4701,2016-06-27T20:56:53.000,2016-06-27T20:56:40.000
Cancelar Solicitud,129002,29277,2016-06-27T21:12:14.000,2016-06-27T21:09:59.000
Validar solicitud,129002,29277,2016-06-27T21:12:11.000,2016-06-27T21:09:59.000
Notificacion estudiante cancelacion soli,129002,29277,2016-06-28T13:25:10.000,2016-06-28T13:25:10.000
Traer informacion estudiante - banner,129052,369,2016-06-28T00:41:26.000,2016-06-28T00:41:26.000
Radicar Solicitud Homologacion,129052,369,2016-06-28T00:41:27.000,2016-06-28T00:41:27.000
Cancelar Solicitud,129052,669,2016-06-28T00:45:41.000,2016-06-28T00:45:29.000
Notificacion estudiante cancelacion soli,129052,669,2016-06-28T13:12:44.000,2016-06-28T13:12:44.000
Traer informacion estudiante - banner,129254,19692,2016-06-28T11:34:25.000,2016-06-28T11:34:25.000
Radicar Solicitud Homologacion,129254,19692,2016-06-28T11:34:25.000,2016-06-28T11:34:25.000
Validar solicitud,129254,29277,2016-06-28T11:39:09.000,2016-06-28T11:38:41.000
Homologacion por grupo de cursos,129254,1007,2016-06-28T13:32:57.000,2016-06-28T13:28:36.000
Traer informacion estudiante - banner,129262,19692,2016-06-28T12:08:14.000,2016-06-28T12:08:14.000
Radicar Solicitud Homologacion,129262,19692,2016-06-28T12:08:15.000,2016-06-28T12:08:15.000
Validar solicitud,129262,29277,2016-06-28T12:11:15.000,2016-06-28T12:10:32.000
Homologacion por grupo de cursos,129262,1007,2016-06-28T13:47:25.000,2016-06-28T13:43:19.000
Visto Bueno Cierre Proceso,111951,15930,2016-05-12T14:01:03.000,2016-05-12T13:45:15.000
Traer informacion estudiante - banner,112001,1795,2016-04-20T19:42:18.000,2016-04-20T19:42:18.000
Radicar Solicitud Homologacion,112001,1795,2016-04-20T20:26:43.000,2016-04-20T19:42:25.000
Validar solicitud,112001,677,2016-04-28T14:15:42.000,2016-04-28T14:00:43.000
Homologacion por grupo de cursos,112001,3445,2016-05-02T12:35:42.000,2016-05-02T12:19:04.000
Traer informacion estudiante - banner,112102,2981,2016-04-20T23:18:56.000,2016-04-20T23:18:56.000
Radicar Solicitud Homologacion,112102,2981,2016-04-20T23:18:56.000,2016-04-20T23:18:56.000
Validar solicitud,112102,677,2016-04-20T23:48:53.000,2016-04-20T23:32:01.000
Homologacion por grupo de cursos,112102,3445,2016-04-25T15:46:43.000,2016-04-25T13:52:00.000
Revisar curso,112102,677,2016-04-25T13:52:01.000,2016-04-25T13:52:01.000
Evaluacion curso,112102,7304,2016-04-25T15:31:22.000,2016-04-25T13:52:27.000
Validacion final,112102,677,2016-05-12T16:56:59.000,2016-05-12T16:47:53.000
Visto Bueno Cierre Proceso,112102,3445,2016-05-13T20:00:43.000,2016-05-13T19:54:02.000
Transferir Creditos,112102,3445,2016-05-16T16:35:24.000,2016-05-16T16:35:24.000
Transferir creditos homologables,112102,3445,2016-05-16T16:35:24.000,2016-05-16T16:35:24.000
Traer informacion estudiante - banner,112301,3796,2016-04-21T13:16:16.000,2016-04-21T13:16:16.000
Radicar Solicitud Homologacion,112301,3796,2016-04-21T13:16:27.000,2016-04-21T13:16:22.000
Validar solicitud,112301,18929,2016-04-21T13:29:31.000,2016-04-21T13:22:13.000
Homologacion por grupo de cursos,112301,957,2016-04-22T02:21:45.000,2016-04-21T22:41:00.000
Revisar curso,112301,18929,2016-04-21T22:41:00.000,2016-04-21T22:41:00.000
Evaluacion curso,112301,436,2016-04-22T02:20:02.000,2016-04-21T22:41:43.000
Radicar Solicitud Homologacion,111202,11706,2016-04-18T13:12:56.000,2016-04-18T13:12:52.000
Validar solicitud,111202,22404,2016-04-18T13:25:58.000,2016-04-18T13:17:26.000
Homologacion por grupo de cursos,111202,22404,2016-04-19T17:53:33.000,2016-04-19T13:50:25.000
Revisar curso,111202,22404,2016-04-19T13:50:26.000,2016-04-19T13:50:25.000
Evaluacion curso,111202,22404,2016-04-19T17:54:48.000,2016-04-19T13:51:42.000
Validar solicitud / pre-homologacion,111202,22404,2016-06-02T16:58:31.000,2016-06-02T16:58:31.000
Traer informacion estudiante - banner,111205,8139,2016-04-18T13:52:24.000,2016-04-18T13:52:24.000
Radicar Solicitud Homologacion,111205,8139,2016-04-18T13:59:33.000,2016-04-18T13:52:26.000
Validar solicitud,111205,1707,2016-04-19T12:02:53.000,2016-04-19T11:19:18.000
Homologacion por grupo de cursos,111205,15930,2016-04-26T22:02:33.000,2016-04-26T16:35:21.000
Revisar curso,111205,1707,2016-04-26T17:04:44.000,2016-04-26T16:35:21.000
Evaluacion curso,111205,7763,2016-05-02T18:45:34.000,2016-05-02T13:58:33.000
Validacion final,111205,1707,2016-06-24T02:28:18.000,2016-06-24T02:28:18.000
Visto Bueno Cierre Proceso,111205,15930,2016-06-24T12:03:54.000,2016-06-24T11:53:07.000
Transferir Creditos,111205,15930,2016-06-27T15:47:59.000,2016-06-27T15:47:59.000
Transferir creditos homologables,111205,15930,2016-06-27T15:47:59.000,2016-06-27T15:47:59.000
Transferir creditos homologables,111205,15930,2016-06-27T15:48:00.000,2016-06-27T15:48:00.000
Traer informacion estudiante - banner,111209,5221,2016-04-18T15:01:52.000,2016-04-18T15:01:52.000
Radicar Solicitud Homologacion,111209,5221,2016-04-18T15:02:00.000,2016-04-18T15:01:55.000
Validar solicitud,111209,22475,2016-04-18T15:08:06.000,2016-04-18T15:07:17.000
Visto Bueno Cierre Proceso,112361,15930,2016-06-07T13:46:31.000,2016-06-07T13:31:03.000
Traer informacion estudiante - banner,112363,15323,2016-04-21T14:44:23.000,2016-04-21T14:44:23.000
Radicar Solicitud Homologacion,112363,15323,2016-04-21T14:44:37.000,2016-04-21T14:44:24.000
Validar solicitud,112363,18929,2016-04-21T15:03:58.000,2016-04-21T14:58:17.000
Homologacion por grupo de cursos,112363,957,2016-04-22T02:22:09.000,2016-04-21T22:39:48.000
Revisar curso,112363,18929,2016-04-22T00:52:08.000,2016-04-21T22:39:48.000
Evaluacion curso,112363,26762,2016-05-17T18:02:26.000,2016-05-17T17:53:59.000
Validacion final,112363,18929,2016-05-18T19:37:14.000,2016-05-18T19:27:32.000
Visto Bueno Cierre Proceso,112363,957,2016-05-19T22:21:25.000,2016-05-19T21:09:34.000
Traer informacion estudiante - banner,112401,6260,2016-04-21T17:05:47.000,2016-04-21T17:05:47.000
Radicar Solicitud Homologacion,112401,6260,2016-04-21T17:05:48.000,2016-04-21T17:05:48.000
Validar solicitud,112401,677,2016-04-21T17:52:47.000,2016-04-21T17:29:04.000
Homologacion por grupo de cursos,112401,3445,2016-04-26T20:28:41.000,2016-04-26T16:43:12.000
Revisar curso,112401,677,2016-04-26T16:43:12.000,2016-04-26T16:43:12.000
Evaluacion curso,112401,7304,2016-04-26T20:20:21.000,2016-04-26T16:44:06.000
Validacion final,112401,677,2016-06-07T18:32:55.000,2016-06-07T18:24:21.000
Visto Bueno Cierre Proceso,112401,3445,2016-06-08T19:34:55.000,2016-06-08T19:34:17.000
